Event,Event type,Total Amount of IHEC Entries,Amount Segments total,Amount Significant Segments Spearman,Upstream,Overlapping Upstream Adjacent,Overlapping Upstream Adjacent + RoI,Overlapping Total Up-Down,Overlapping Downstream Adjacent + RoI,Overlapping Downstream Adjacent,Downstream,Overlap General,Significant Segments Spearman,Class,Rest,Sum
000000000000264_ENSG00000129315.10_SE:chr12:48695829-48695999:48696162-48698138:-_H3K27ac.txt,SE,348,35,2,2,0,0,0,0,0,0,0,"['chr12:48693799-48693948', 'chr12:48694249-48694398']",H3K27ac,0.0,2.0
000000000000197_ENSG00000112394.16_SE:chr6:111177665-111193293:111193324-111206592:+_H3K27ac.txt,SE,114,37,4,0,3,0,0,0,1,0,0,"['chr6:111191433-111191472', 'chr6:111191473-111191542', 'chr6:111191543-111191692', 'chr6:111195743-111195824']",H3K27ac,0.0,4.0
000000000000150_ENSG00000105967.15_SE:chr7:115956793-115974170:115974256-115984262:-_H3K27ac.txt,SE,154,36,5,0,4,0,0,0,1,0,0,"['chr7:115972720-115972869', 'chr7:115972870-115973019', 'chr7:115973170-115973319', 'chr7:115973920-115974069', 'chr7:115975270-115975419']",H3K27ac,0.0,5.0
000000000000125_ENSG00000103335.22_RI:chr16:88715933:88715977-88716097:88716119:-_H3K27ac.txt,RI,338,35,2,1,0,0,0,1,0,0,0,"['chr16:88715577-88715726', 'chr16:88716027-88716176']",H3K27ac,0.0,2.0
000000000000374_ENSG00000146574.15_SE:chr7:6824166-6824455:6824548-6824640:-_H3K27ac.txt,SE,329,44,13,3,0,0,0,0,0,10,0,"['chr7:6822705-6822854', 'chr7:6822855-6823004', 'chr7:6823005-6823154', 'chr7:6824955-6825104', 'chr7:6825555-6825704', 'chr7:6825705-6825804', 'chr7:6826005-6826104', 'chr7:6826105-6826154', 'chr7:6826255-6826304', 'chr7:6826305-6826344', 'chr7:6826605-6826644', 'chr7:6826645-6826754', 'chr7:6826755-6826904']",H3K27ac,0.0,13.0
000000000000277_ENSG00000132382.14_RI:chr17:4538902:4538975-4539439:4539967:-_H3K27ac.txt,RI,123,37,11,8,0,0,0,0,0,3,0,"['chr17:4536625-4536774', 'chr17:4536925-4537074', 'chr17:4537075-4537224', 'chr17:4537225-4537374', 'chr17:4537375-4537524', 'chr17:4537525-4537674', 'chr17:4537675-4537824', 'chr17:4538125-4538274', 'chr17:4540675-4540824', 'chr17:4541575-4541724', 'chr17:4541725-4541874']",H3K27ac,0.0,11.0
000000000000273_ENSG00000131504.16_SE:chr5:141587197-141588224:141588250-141618798:-_H3K27ac.txt,SE,356,34,29,9,4,0,1,0,15,0,0,"['chr5:141585724-141585873', 'chr5:141585874-141586023', 'chr5:141586024-141586173', 'chr5:141586174-141586323', 'chr5:141586324-141586473', 'chr5:141586474-141586623', 'chr5:141586624-141586773', 'chr5:141586774-141586923', 'chr5:141586924-141587073', 'chr5:141587074-141587223', 'chr5:141587224-141587373', 'chr5:141587374-141587523', 'chr5:141587524-141587673', 'chr5:141588124-141588273', 'chr5:141588274-141588423', 'chr5:141588424-141588573', 'chr5:141588574-141588723', 'chr5:141588874-141589023', 'chr5:141589024-141589173', 'chr5:141589174-141589323', 'chr5:141589474-141589623', 'chr5:141589624-141589773', 'chr5:141589774-141589923', 'chr5:141589924-141590073', 'chr5:141590074-141590223', 'chr5:141590224-141590373', 'chr5:141590374-141590523', 'chr5:141590524-141590673', 'chr5:141590674-141590750']",H3K27ac,0.0,29.0
000000000000129_ENSG00000103494.13_SE:chr16:53619208-53622219:53622356-53636439:-_H3K27ac.txt,SE,140,37,7,0,3,0,0,0,4,0,0,"['chr16:53620319-53620468', 'chr16:53621519-53621668', 'chr16:53621669-53621818', 'chr16:53622569-53622718', 'chr16:53622869-53623018', 'chr16:53624599-53624668', 'chr16:53624669-53624818']",H3K27ac,0.0,7.0
000000000000348_ENSG00000142733.15_SE:chr1:27355469-27355669:27355745-27356026:-_H3K27ac.txt,SE,271,35,30,12,1,1,0,1,2,13,0,"['chr1:27353169-27353318', 'chr1:27353319-27353468', 'chr1:27353469-27353618', 'chr1:27353619-27353768', 'chr1:27353769-27353918', 'chr1:27353919-27354068', 'chr1:27354069-27354218', 'chr1:27354219-27354368', 'chr1:27354369-27354518', 'chr1:27354969-27355118', 'chr1:27355119-27355268', 'chr1:27355269-27355418', 'chr1:27355419-27355568', 'chr1:27355569-27355718', 'chr1:27355719-27355868', 'chr1:27355869-27356018', 'chr1:27356019-27356168', 'chr1:27356169-27356318', 'chr1:27356319-27356468', 'chr1:27356469-27356618', 'chr1:27356619-27356768', 'chr1:27356769-27356918', 'chr1:27356919-27357068', 'chr1:27357069-27357218', 'chr1:27357219-27357368', 'chr1:27357369-27357518', 'chr1:27357519-27357618', 'chr1:27357619-27357668', 'chr1:27357669-27357818', 'chr1:27357819-27357968']",H3K27ac,0.0,30.0
000000000000597_ENSG00000183751.14_RI:chr16:1977514:1977607-1977612:1977670:+_H3K27ac.txt,RI,247,34,17,6,0,0,0,0,1,10,0,"['chr16:1975257-1975406', 'chr16:1975407-1975556', 'chr16:1975857-1976006', 'chr16:1976307-1976456', 'chr16:1976457-1976606', 'chr16:1977207-1977356', 'chr16:1977657-1977806', 'chr16:1977807-1977956', 'chr16:1978257-1978406', 'chr16:1978407-1978556', 'chr16:1978557-1978706', 'chr16:1978707-1978856', 'chr16:1978857-1979006', 'chr16:1979307-1979456', 'chr16:1979757-1979906', 'chr16:1979907-1980056', 'chr16:1980057-1980112']",H3K27ac,0.0,17.0
000000000000621_ENSG00000187800.13_SE:chr1:156893837-156902188:156902285-156903918:+_H3K27ac.txt,SE,66,34,2,0,0,0,0,0,2,0,0,"['chr1:156903438-156903587', 'chr1:156903588-156903737']",H3K27ac,0.0,2.0
000000000000252_ENSG00000126246.9_SE:chr19:35739626-35739710:35739769-35741024:-_H3K27ac.txt,SE,195,36,11,8,0,0,0,0,2,1,0,"['chr19:35737210-35737359', 'chr19:35737360-35737509', 'chr19:35737510-35737659', 'chr19:35737660-35737809', 'chr19:35737810-35737959', 'chr19:35737960-35738109', 'chr19:35738260-35738409', 'chr19:35738860-35739009', 'chr19:35740740-35740809', 'chr19:35740810-35740959', 'chr19:35741860-35742009']",H3K27ac,0.0,11.0
000000000000386_ENSG00000148604.13_SE:chr10:84254443-84257893:84258006-84258508:+_H3K27ac.txt,SE,10,68,1,0,0,0,0,1,0,0,0,['chr10:84257943-84258092'],H3K27ac,0.0,1.0
000000000000509_ENSG00000167522.15_SE:chr16:89418368-89431256:89431326-89490245:-_H3K27ac.txt,SE,344,40,30,0,17,1,0,1,11,0,0,"['chr16:89428906-89429055', 'chr16:89429056-89429145', 'chr16:89429256-89429285', 'chr16:89429286-89429355', 'chr16:89429356-89429435', 'chr16:89429436-89429505', 'chr16:89429506-89429655', 'chr16:89429656-89429805', 'chr16:89429806-89429955', 'chr16:89429956-89430105', 'chr16:89430106-89430255', 'chr16:89430256-89430325', 'chr16:89430326-89430405', 'chr16:89430406-89430485', 'chr16:89430486-89430555', 'chr16:89430706-89430855', 'chr16:89431006-89431155', 'chr16:89431156-89431305', 'chr16:89431306-89431455', 'chr16:89431456-89431605', 'chr16:89431606-89431755', 'chr16:89431756-89431905', 'chr16:89431906-89432055', 'chr16:89432056-89432205', 'chr16:89432206-89432355', 'chr16:89432356-89432505', 'chr16:89432506-89432655', 'chr16:89432956-89433105', 'chr16:89433106-89433255', 'chr16:89433256-89433405']",H3K27ac,0.0,30.0
000000000000263_ENSG00000128918.14_SE:chr15:57965827-57992705:57992818-57992945:-_H3K27ac.txt,SE,59,38,6,0,2,0,0,0,0,4,0,"['chr15:57990725-57990804', 'chr15:57990805-57990954', 'chr15:57994405-57994554', 'chr15:57994555-57994704', 'chr15:57994855-57995004', 'chr15:57995005-57995154']",H3K27ac,0.0,6.0
000000000000261_ENSG00000128512.20_SE:chr7:111732287-111735054:111735167-111736917:-_H3K27ac.txt,SE,167,36,3,0,3,0,0,0,0,0,0,"['chr7:111732704-111732853', 'chr7:111732854-111733003', 'chr7:111734204-111734353']",H3K27ac,0.0,3.0
000000000000518_ENSG00000168172.8_SE:chr8:42997637-43000271:43000276-43002107:+_H3K27ac.txt,SE,351,34,5,0,2,0,0,0,3,0,0,"['chr8:42998671-42998820', 'chr8:42999121-42999270', 'chr8:43001521-43001670', 'chr8:43001671-43001820', 'chr8:43001821-43001970']",H3K27ac,0.0,5.0
000000000000331_ENSG00000139613.11_SE:chr12:56172704-56172937:56173029-56173696:-_H3K27ac.txt,SE,353,34,6,6,0,0,0,0,0,0,0,"['chr12:56170437-56170586', 'chr12:56170587-56170736', 'chr12:56170737-56170886', 'chr12:56171037-56171186', 'chr12:56171187-56171336', 'chr12:56171487-56171636']",H3K27ac,0.0,6.0
000000000000338_ENSG00000140691.16_RI:chr16:31462131:31462195-31462772:31462917:+_H3K27ac.txt,RI,276,40,23,7,0,1,0,1,1,10,3,"['chr16:31459695-31459744', 'chr16:31461195-31461344', 'chr16:31461345-31461494', 'chr16:31461495-31461644', 'chr16:31461645-31461794', 'chr16:31461795-31461944', 'chr16:31461945-31462094', 'chr16:31462095-31462244', 'chr16:31462245-31462394', 'chr16:31462395-31462544', 'chr16:31462545-31462694', 'chr16:31462695-31462844', 'chr16:31462845-31462994', 'chr16:31462995-31463144', 'chr16:31463445-31463594', 'chr16:31463895-31464044', 'chr16:31464195-31464344', 'chr16:31464345-31464494', 'chr16:31464495-31464644', 'chr16:31464645-31464794', 'chr16:31464795-31464944', 'chr16:31464945-31465094', 'chr16:31465095-31465244']",H3K27ac,0.0,20.0
000000000000055_ENSG00000067798.15_SE:chr12:78177313-78177620:78177685-78179529:+_H3K27ac.txt,SE,64,36,7,3,0,0,0,0,3,1,0,"['chr12:78175640-78175719', 'chr12:78175720-78175869', 'chr12:78176170-78176319', 'chr12:78178720-78178869', 'chr12:78178870-78179019', 'chr12:78179020-78179169', 'chr12:78180070-78180185']",H3K27ac,0.0,7.0
000000000000423_ENSG00000154783.11_SE:chr3:14924138-14926070:14926198-14932577:+_H3K27ac.txt,SE,92,35,1,0,1,0,0,0,0,0,0,['chr3:14925670-14925819'],H3K27ac,0.0,1.0
000000000000569_ENSG00000175387.15_SE:chr18:47869436-47870475:47870564-47896521:-_H3K27ac.txt,SE,358,35,27,9,6,1,0,1,10,0,0,"['chr18:47867975-47868124', 'chr18:47868125-47868274', 'chr18:47868425-47868574', 'chr18:47868575-47868724', 'chr18:47868725-47868834', 'chr18:47868835-47868874', 'chr18:47868875-47869024', 'chr18:47869025-47869174', 'chr18:47869175-47869324', 'chr18:47869475-47869624', 'chr18:47869625-47869774', 'chr18:47869775-47869924', 'chr18:47869925-47870074', 'chr18:47870075-47870224', 'chr18:47870225-47870374', 'chr18:47870375-47870524', 'chr18:47870525-47870674', 'chr18:47870675-47870824', 'chr18:47870825-47870974', 'chr18:47870975-47871124', 'chr18:47871125-47871274', 'chr18:47871725-47871874', 'chr18:47871875-47872024', 'chr18:47872025-47872174', 'chr18:47872175-47872324', 'chr18:47872775-47872924', 'chr18:47872925-47873064']",H3K27ac,0.0,27.0
000000000000674_ENSG00000215193.12_SE:chr22:18083732-18085112:18085258-18087972:+_H3K27ac.txt,SE,337,35,7,1,1,1,0,1,3,0,0,"['chr22:18083062-18083211', 'chr22:18083812-18083961', 'chr22:18085012-18085161', 'chr22:18085162-18085311', 'chr22:18085312-18085461', 'chr22:18086512-18086661', 'chr22:18086662-18086811']",H3K27ac,0.0,7.0
000000000000461_ENSG00000163539.16_SE:chr3:33560971-33563964:33563966-33570727:-_H3K27ac.txt,SE,342,34,1,0,1,0,0,0,0,0,0,['chr3:33562964-33563113'],H3K27ac,0.0,1.0
000000000000192_ENSG00000111605.17_SE:chr12:69257905-69258035:69258145-69258590:+_H3K27ac.txt,SE,351,35,11,5,1,0,0,0,1,4,0,"['chr12:69256135-69256284', 'chr12:69256285-69256434', 'chr12:69257335-69257484', 'chr12:69257485-69257634', 'chr12:69257635-69257784', 'chr12:69257785-69257934', 'chr12:69258535-69258684', 'chr12:69258685-69258834', 'chr12:69259135-69259284', 'chr12:69260185-69260334', 'chr12:69260635-69260645']",H3K27ac,0.0,11.0
000000000000539_ENSG00000170370.11_SE:chr10:117543673-117545632:117545816-117548065:+_H3K27ac.txt,SE,42,35,23,0,8,1,0,1,11,2,0,"['chr10:117543582-117543731', 'chr10:117544332-117544481', 'chr10:117544482-117544631', 'chr10:117544632-117544781', 'chr10:117544782-117544931', 'chr10:117544932-117545081', 'chr10:117545082-117545231', 'chr10:117545232-117545381', 'chr10:117545532-117545681', 'chr10:117545682-117545831', 'chr10:117545832-117545981', 'chr10:117545982-117546131', 'chr10:117546432-117546581', 'chr10:117546582-117546731', 'chr10:117546732-117546881', 'chr10:117546882-117547031', 'chr10:117547032-117547181', 'chr10:117547182-117547331', 'chr10:117547332-117547481', 'chr10:117547482-117547631', 'chr10:117547932-117548081', 'chr10:117548082-117548231', 'chr10:117548232-117548316']",H3K27ac,0.0,23.0
000000000000309_ENSG00000137601.16_SE:chr4:169508331-169508769:169508852-169537809:-_H3K27ac.txt,SE,243,34,6,5,1,0,0,0,0,0,0,"['chr4:169506419-169506568', 'chr4:169507169-169507318', 'chr4:169507469-169507618', 'chr4:169507619-169507768', 'chr4:169507919-169508068', 'chr4:169508369-169508518']",H3K27ac,0.0,6.0
000000000000148_ENSG00000105662.15_SE:chr19:18743026-18744108:18744155-18745823:+_H3K27ac.txt,SE,252,34,18,8,5,0,1,0,3,1,0,"['chr19:18741608-18741757', 'chr19:18741758-18741907', 'chr19:18741908-18742057', 'chr19:18742058-18742207', 'chr19:18742208-18742357', 'chr19:18742358-18742507', 'chr19:18742508-18742657', 'chr19:18742808-18742957', 'chr19:18742958-18743107', 'chr19:18743108-18743257', 'chr19:18743258-18743407', 'chr19:18743558-18743707', 'chr19:18743708-18743857', 'chr19:18744008-18744157', 'chr19:18745358-18745507', 'chr19:18745508-18745657', 'chr19:18745658-18745807', 'chr19:18746408-18746557']",H3K27ac,0.0,18.0
000000000000080_ENSG00000086205.17_SE:chr11:49146945-49148639:49148731-49153846:-_H3K27ac.txt,SE,48,40,40,7,13,1,0,1,18,0,0,"['chr11:49146139-49146218', 'chr11:49146219-49146288', 'chr11:49146289-49146438', 'chr11:49146439-49146588', 'chr11:49146589-49146668', 'chr11:49146669-49146738', 'chr11:49146739-49146888', 'chr11:49146889-49147038', 'chr11:49147039-49147188', 'chr11:49147189-49147338', 'chr11:49147339-49147488', 'chr11:49147489-49147638', 'chr11:49147639-49147788', 'chr11:49147789-49147938', 'chr11:49147939-49148088', 'chr11:49148089-49148168', 'chr11:49148169-49148238', 'chr11:49148239-49148388', 'chr11:49148389-49148538', 'chr11:49148539-49148598', 'chr11:49148599-49148688', 'chr11:49148689-49148838', 'chr11:49148839-49148988', 'chr11:49148989-49149138', 'chr11:49149139-49149288', 'chr11:49149289-49149438', 'chr11:49149439-49149588', 'chr11:49149589-49149738', 'chr11:49149739-49149888', 'chr11:49149889-49149948', 'chr11:49149949-49150038', 'chr11:49150039-49150188', 'chr11:49150189-49150268', 'chr11:49150269-49150338', 'chr11:49150339-49150488', 'chr11:49150489-49150638', 'chr11:49150639-49150788', 'chr11:49150789-49150938', 'chr11:49150939-49151088', 'chr11:49151089-49151231']",H3K27ac,0.0,40.0
000000000000289_ENSG00000134684.10_RI:chr1:32781048:32781127-32781129:32781145:-_H3K27ac.txt,RI,341,34,7,4,0,0,0,0,0,3,0,"['chr1:32778627-32778776', 'chr1:32779227-32779376', 'chr1:32779377-32779526', 'chr1:32780427-32780576', 'chr1:32782227-32782376', 'chr1:32782677-32782826', 'chr1:32782827-32782976']",H3K27ac,0.0,7.0
000000000000593_ENSG00000183401.11_RI:chr19:11354580:11354696-11354873:11354943:+_H3K27ac.txt,RI,331,36,9,3,0,0,0,0,1,5,0,"['chr19:11352196-11352345', 'chr19:11352346-11352495', 'chr19:11353696-11353845', 'chr19:11354896-11355045', 'chr19:11355046-11355195', 'chr19:11355496-11355645', 'chr19:11355646-11355795', 'chr19:11355796-11355945', 'chr19:11355946-11356095']",H3K27ac,0.0,9.0
000000000000490_ENSG00000165688.11_RI:chr9:136421832:136421976-136423095:136423760:+_H3K27ac.txt,RI,261,41,22,5,1,1,0,1,3,4,7,"['chr9:136419476-136419625', 'chr9:136419626-136419775', 'chr9:136419926-136420075', 'chr9:136420076-136420225', 'chr9:136421276-136421425', 'chr9:136421726-136421875', 'chr9:136421876-136422025', 'chr9:136422026-136422175', 'chr9:136422176-136422325', 'chr9:136422326-136422475', 'chr9:136422476-136422625', 'chr9:136422626-136422775', 'chr9:136422776-136422925', 'chr9:136422926-136423075', 'chr9:136423076-136423225', 'chr9:136423226-136423375', 'chr9:136423376-136423525', 'chr9:136423676-136423825', 'chr9:136423826-136423975', 'chr9:136423976-136424125', 'chr9:136424576-136424725', 'chr9:136424726-136424875']",H3K27ac,0.0,15.0
000000000000005_ENSG00000004777.18_SE:chr19:35775664-35777645:35777742-35777824:+_H3K27ac.txt,SE,156,35,33,4,13,1,0,1,0,14,0,"['chr19:35775145-35775294', 'chr19:35775295-35775444', 'chr19:35775445-35775524', 'chr19:35775525-35775594', 'chr19:35775595-35775744', 'chr19:35775745-35775894', 'chr19:35775895-35776044', 'chr19:35776045-35776194', 'chr19:35776195-35776344', 'chr19:35776345-35776494', 'chr19:35776495-35776644', 'chr19:35776645-35776794', 'chr19:35776795-35776944', 'chr19:35776945-35777094', 'chr19:35777095-35777244', 'chr19:35777245-35777394', 'chr19:35777395-35777544', 'chr19:35777545-35777694', 'chr19:35777695-35777844', 'chr19:35777845-35777994', 'chr19:35777995-35778144', 'chr19:35778145-35778294', 'chr19:35778295-35778444', 'chr19:35778445-35778594', 'chr19:35778595-35778744', 'chr19:35778745-35778894', 'chr19:35778895-35779044', 'chr19:35779045-35779194', 'chr19:35779195-35779344', 'chr19:35779345-35779494', 'chr19:35779795-35779944', 'chr19:35779945-35780094', 'chr19:35780095-35780242']",H3K27ac,0.0,33.0
000000000000628_ENSG00000188649.13_SE:chr10:95911359-95913382:95913437-95922016:+_H3K27ac.txt,SE,7,66,2,0,0,0,0,0,2,0,0,"['chr10:95914182-95914331', 'chr10:95914632-95914781']",H3K27ac,0.0,2.0
000000000000266_ENSG00000130545.15_RI:chr19:6466466:6466609-6466951:6467221:+_H3K27ac.txt,RI,143,37,2,0,0,0,0,0,0,2,0,"['chr19:6467409-6467558', 'chr19:6469209-6469358']",H3K27ac,0.0,2.0
000000000000470_ENSG00000163933.9_SE:chr3:53122563-53123724:53123840-53125909:-_H3K27ac.txt,SE,327,35,23,4,7,0,0,1,8,3,0,"['chr3:53121224-53121373', 'chr3:53121974-53122123', 'chr3:53122124-53122273', 'chr3:53122274-53122423', 'chr3:53122424-53122573', 'chr3:53122574-53122723', 'chr3:53122724-53122873', 'chr3:53122874-53123023', 'chr3:53123174-53123323', 'chr3:53123324-53123473', 'chr3:53123474-53123623', 'chr3:53123774-53123923', 'chr3:53124224-53124373', 'chr3:53124524-53124673', 'chr3:53124674-53124823', 'chr3:53124824-53124973', 'chr3:53124974-53125123', 'chr3:53125424-53125573', 'chr3:53125574-53125723', 'chr3:53125724-53125873', 'chr3:53126024-53126173', 'chr3:53126174-53126323', 'chr3:53126324-53126340']",H3K27ac,0.0,23.0
000000000000408_ENSG00000152291.13_RI:chr2:85326508:85326804-85326979:85327685:-_H3K27ac.txt,RI,358,37,8,2,0,0,0,0,1,5,0,"['chr2:85325954-85326103', 'chr2:85326104-85326253', 'chr2:85327604-85327753', 'chr2:85327754-85327903', 'chr2:85328654-85328803', 'chr2:85328804-85328953', 'chr2:85328954-85329103', 'chr2:85329404-85329479']",H3K27ac,0.0,8.0
000000000000354_ENSG00000143442.21_SE:chr1:151430841-151440928:151441086-151442081:-_H3K27ac.txt,SE,334,35,17,0,7,1,0,1,6,2,0,"['chr1:151439778-151439927', 'chr1:151439928-151440077', 'chr1:151440078-151440227', 'chr1:151440228-151440377', 'chr1:151440378-151440527', 'chr1:151440528-151440677', 'chr1:151440678-151440827', 'chr1:151440828-151440977', 'chr1:151440978-151441127', 'chr1:151441128-151441277', 'chr1:151441278-151441427', 'chr1:151441428-151441577', 'chr1:151441578-151441727', 'chr1:151441728-151441877', 'chr1:151442028-151442177', 'chr1:151442628-151442777', 'chr1:151443528-151443586']",H3K27ac,0.0,17.0
000000000000174_ENSG00000109458.8_SE:chr4:143440382-143457680:143457769-143459385:+_H3K27ac.txt,SE,282,34,0,0,0,0,0,0,0,0,0,[],H3K27ac,0.0,0.0
000000000000170_ENSG00000108474.16_SE:chr17:16313614-16316681:16316712-16317775:+_H3K27ac.txt,SE,305,34,6,0,6,0,0,0,0,0,0,"['chr17:16314331-16314480', 'chr17:16314481-16314630', 'chr17:16314631-16314780', 'chr17:16314781-16314930', 'chr17:16315981-16316130', 'chr17:16316131-16316280']",H3K27ac,0.0,6.0
000000000000683_ENSG00000266714.8_RI:chr17:75620467:75620636-75621031:75621176:+_H3K27ac.txt,RI,261,36,35,15,1,1,0,1,1,14,2,"['chr17:75618136-75618285', 'chr17:75618286-75618435', 'chr17:75618436-75618585', 'chr17:75618586-75618735', 'chr17:75618736-75618885', 'chr17:75618886-75619035', 'chr17:75619036-75619185', 'chr17:75619186-75619335', 'chr17:75619336-75619485', 'chr17:75619486-75619635', 'chr17:75619636-75619785', 'chr17:75619786-75619935', 'chr17:75619936-75620085', 'chr17:75620086-75620235', 'chr17:75620236-75620385', 'chr17:75620386-75620535', 'chr17:75620536-75620685', 'chr17:75620686-75620835', 'chr17:75620836-75620985', 'chr17:75620986-75621135', 'chr17:75621136-75621285', 'chr17:75621286-75621435', 'chr17:75621436-75621585', 'chr17:75621586-75621735', 'chr17:75621736-75621885', 'chr17:75621886-75622035', 'chr17:75622036-75622185', 'chr17:75622186-75622335', 'chr17:75622336-75622485', 'chr17:75622486-75622635', 'chr17:75622636-75622785', 'chr17:75622786-75622935', 'chr17:75622936-75623085', 'chr17:75623086-75623235', 'chr17:75623386-75623531']",H3K27ac,0.0,33.0
000000000000385_ENSG00000148498.15_SE:chr10:34360259-34372498:34372536-34374874:-_H3K27ac.txt,SE,186,35,14,0,2,0,0,0,12,0,0,"['chr10:34370298-34370447', 'chr10:34371648-34371797', 'chr10:34372698-34372847', 'chr10:34372848-34372997', 'chr10:34372998-34373147', 'chr10:34373148-34373297', 'chr10:34373298-34373447', 'chr10:34373448-34373527', 'chr10:34373528-34373597', 'chr10:34373598-34373747', 'chr10:34373748-34373897', 'chr10:34373898-34374047', 'chr10:34374048-34374197', 'chr10:34374198-34374347']",H3K27ac,0.0,14.0
000000000000027_ENSG00000029363.16_SE:chr6:136261477-136267029:136267175-136268162:-_H3K27ac.txt,SE,358,35,2,0,1,0,0,0,0,1,0,"['chr6:136266029-136266178', 'chr6:136268279-136268428']",H3K27ac,0.0,2.0
000000000000536_ENSG00000170162.13_SE:chr6:117268491-117270543:117271064-117272454:+_H3K27ac.txt,SE,9,87,1,0,0,0,0,0,0,1,0,['chr6:117272873-117272902'],H3K27ac,0.0,1.0
000000000000180_ENSG00000110076.18_SE:chr11:64652154-64653696:64653722-64660332:-_H3K27ac.txt,SE,26,38,30,4,10,0,1,0,15,0,0,"['chr11:64651196-64651345', 'chr11:64651646-64651795', 'chr11:64651796-64651945', 'chr11:64651946-64652095', 'chr11:64652096-64652245', 'chr11:64652246-64652395', 'chr11:64652396-64652545', 'chr11:64652546-64652615', 'chr11:64652616-64652695', 'chr11:64652996-64653065', 'chr11:64653226-64653295', 'chr11:64653296-64653445', 'chr11:64653446-64653595', 'chr11:64653596-64653685', 'chr11:64653686-64653745', 'chr11:64653746-64653895', 'chr11:64653896-64654045', 'chr11:64654046-64654195', 'chr11:64654196-64654345', 'chr11:64654346-64654495', 'chr11:64654496-64654645', 'chr11:64654646-64654795', 'chr11:64654796-64654945', 'chr11:64654946-64655095', 'chr11:64655096-64655245', 'chr11:64655246-64655395', 'chr11:64655396-64655545', 'chr11:64655546-64655695', 'chr11:64655696-64655845', 'chr11:64656146-64656222']",H3K27ac,0.0,30.0
